Area,Bauteiltyp,Betongüte,Breite/Höhe,Depth,Einheit,Expositionsklasse,Fenster/Türnummer,Flügelanzahl,GUID,Geschoss,GrossArea,GrossFootprintArea,GrossSideArea,GrossVolume,Height,IfcType,IsExternal,Length,LoadBearing,Material,Name,NetArea,NetFootprintArea,NetSideArea,NetVolume,NumberOfRiser,NumberOfTreads,Perimeter,Raumnummer,RequiredHeadroom,RiserHeight,Rohbaubreite,Rohbauhöhe,Sichtbetonklasse,Stahlbeton,Status,SurfaceSpreadOfFlame,Volume,WU,WalkingLineOffset,Width,Zugehörigkeit,id,Öffnungsbreite,Öffnungshöhe,Öffnungsrichtung,Überwachungsklasse
,Möbel,,,,,,,,0BMFXTnJL9SvnLWrgTVsgT,R-015,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,435711,,,,
,Möbel,,,,,,,,0YMWDSMjP68fv7e2SnI4YR,R-015,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,435749,,,,
,Möbel,,,,,,,,0lljPvCpvCE8MXTDVXPKSJ,R-015,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,435787,,,,
,Sanitärobjekt,,,,,,,,1heSIWcw14Bv8LNODeB$qw,R-016,,,,,,IfcSanitaryTerminal,,,,,Waschbecken ,,,,,,,,,,,,,,,,,,,,,EG--,441841,,,,
,Möbel,,,,,,,,0mTog7Zf5FcOr8eciV5g_7,R-016,,,,,,IfcFurniture,,,,,Stuhl-006,,,,,,,,,,,,,,,,,,,,,EG--,442288,,,,
,Möbel,,,,,,,,1haSZPO5554OsuyVxxN5Fy,R-016,,,,,,IfcFurniture,,,,,Stuhl-007,,,,,,,,,,,,,,,,,,,,,EG--,442330,,,,
,Möbel,,,,,,,,2y57Ksjcn7DxJWm88HG1Rw,R-016,,,,,,IfcFurniture,,,,,Schreibtisch ,,,,,,,,,,,,,,,,,,,,,EG--,442502,,,,
,Möbel,,,,,,,,08_TNQ8cTDcOyVUoESP$dK,R-016,,,,,,IfcFurniture,,,,,Stuhl-007,,,,,,,,,,,,,,,,,,,,,EG--,442544,,,,
,Möbel,,,,,,,,3KguqHJ91188FSD23KwcMa,R-016,,,,,,IfcFurniture,,,,,Untersuchungsliege ,,,,,,,,,,,,,,,,,,,,,EG--,449122,,,,
,Möbel,,,,,,,,0nMdZPd$X3f9LP1VakwM99,R-016,,,,,,IfcFurniture,,,,,Regal ,,,,,,,,,,,,,,,,,,,,,EG--,451708,,,,
,Möbel,,,,,,,,1qYQgB$ff0NRAhwJev_E3k,R-016,,,,,,IfcFurniture,,,,,Regal ,,,,,,,,,,,,,,,,,,,,,EG--,451746,,,,
,Möbel,,,,,,,,3EjOAfTiz1_fPETSpcmy_M,R-017,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,451905,,,,
,Möbel,,,,,,,,1HX9nhker7Xgn0vTXbiVmP,R-017,,,,,,IfcFurniture,,,,,Vitrinenschrank,,,,,,,,,,,,,,,,,,,,,EG--,451943,,,,
,Möbel,,,,,,,,1e4w7rJ3D3Ye2MMT9idIh6,R-017,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,451981,,,,
,Möbel,,,,,,,,1lgEj$$V96Cg_9btJ8Rih5,R-017,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,452019,,,,
,Möbel,,,,,,,,3OqykYCQn0u8HV17fvAfYk,R-017,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,452057,,,,
,Möbel,,,,,,,,3qsKlKZ3T8q9IEFaAu7kVN,R-017,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,462860,,,,
,Möbel,,,,,,,,0k2MQsvpj4LxhSBQBkPExX,R-017,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,473663,,,,
,Möbel,,,,,,,,0AQV8lFdL7agif7CfIFT78,R-017,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,484466,,,,
,Möbel,,,,,,,,2JEMS93fL2WA_pUzGdGDOL,R-017,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,495269,,,,
,Möbel,,,,,,,,1AAhc_7NTBsOdMUUbgsb8R,R-017,,,,,,IfcFurniture,,,,,Flipchart,,,,,,,,,,,,,,,,,,,,,EG--,495307,,,,
,Möbel,,,,,,,,3zJuJpKGj3gRv51PTnB4oI,R-018,,,,,,IfcFurniture,,,,,Vitrinenschrank,,,,,,,,,,,,,,,,,,,,,EG--,495466,,,,
,Möbel,,,,,,,,0LbABBQhP0ju2BCfuHvHmh,R-018,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,495504,,,,
,Möbel,,,,,,,,343HrPRH19$QTVoMkTJhiO,R-018,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,495542,,,,
,Möbel,,,,,,,,2_lk6AW6nBJ8sOyX2AIcsS,R-018,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,495580,,,,
,Möbel,,,,,,,,3YfVLKe1rEWvvg4S2Zy5G$,R-018,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,495618,,,,
,Möbel,,,,,,,,3i2af5CQL6QezRNG_2BgcG,R-018,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,506421,,,,
,Möbel,,,,,,,,0vuBUNlFn59xm7pryZkcLL,R-018,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,517224,,,,
,Möbel,,,,,,,,2JBtXg_Er4KuZ9R728thX1,R-018,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,528027,,,,
,Möbel,,,,,,,,008qR37Ub28RPTcIIevtk3,R-018,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,538830,,,,
,Möbel,,,,,,,,15$AhUToj2fAzgRsck_n_y,R-018,,,,,,IfcFurniture,,,,,Flipchart,,,,,,,,,,,,,,,,,,,,,EG--,538868,,,,
,Möbel,,,,,,,,0ZkMchiNL2TgMq6DQQtCi7,R-019,,,,,,IfcFurniture,,,,,Vitrinenschrank,,,,,,,,,,,,,,,,,,,,,EG--,539027,,,,
,Möbel,,,,,,,,2hwtxBkOb0wwnsSBfOKvaS,R-019,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,539065,,,,
,Möbel,,,,,,,,26ymUnnjz7xhE2BdeKA1T$,R-019,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,539103,,,,
,Möbel,,,,,,,,1nGxBadtzD$9wr_KWwOYuN,R-019,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,539141,,,,
,Möbel,,,,,,,,12NsMPfhT6yeMdFdaiZjX9,R-019,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,539179,,,,
,Möbel,,,,,,,,3HyjeaBwD8dRERGTCXSn_I,R-019,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,549982,,,,
,Möbel,,,,,,,,1U$iV87TP8ywjiPQhjxEdr,R-019,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,560785,,,,
,Möbel,,,,,,,,0C89zSUFf1O8lWk4pjKnXz,R-019,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,571588,,,,
,Möbel,,,,,,,,1HDLRQkAj80uAP90dsx7A2,R-019,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,582391,,,,
,Möbel,,,,,,,,22wdeO5i17SRqDoDLIEc4D,R-019,,,,,,IfcFurniture,,,,,Flipchart,,,,,,,,,,,,,,,,,,,,,EG--,582429,,,,
,Sanitärobjekt,,,,,,,,0EXKcEYvr1bxcZJlksTyBo,R-022,,,,,,IfcSanitaryTerminal,,,,,Büroplanung ,,,,,,,,,,,,,,,,,,,,,EG--,586337,,,,
,Möbel,,,,,,,,1SB1mLR112nB8qfPHIivzn,R-022,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,EG--,587152,,,,
,Möbel,,,,,,,,2TR5kBSnjA4xjRoK9_8Onm,R-022,,,,,,IfcFurniture,,,,,Büroplanung ,,,,,,,,,,,,,,,,,,,,,EG--,588346,,,,
,Möbel,,,,,,,,3JcUBdfp5BPg32$p9LV77s,R-022,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,599111,,,,
,Möbel,,,,,,,,3LoNmmpZ518xVDkiEjkYj6,R-022,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,EG--,600741,,,,
,Möbel,,,,,,,,1nPo0Xycv1dPS_GcPSmmEU,R-022,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,EG--,600779,,,,
,Möbel,,,,,,,,3WX3fevoH6l98WB8l9THzD,R-022,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,EG--,600817,,,,
,Möbel,,,,,,,,1$Z8VjCh13KhFjwxS8SqlN,R-022,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,EG--,601113,,,,
,Möbel,,,,,,,,3AUVOeutTBSwvYIZmkFzbe,R-022,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,611878,,,,
,Möbel,,,,,,,,3Qrglk6VPEYelc$XK36vRY,R-022,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,622643,,,,
,Möbel,,,,,,,,0eSCWxmhr3cA2m$1tM_gu_,R-022,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,633408,,,,
,Möbel,,,,,,,,1X6UYPnl98UfCEYvgewOf8,R-022,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,644173,,,,
,Möbel,,,,,,,,0GrgbNMFf9k9NjKD8YKht3,R-022,,,,,,IfcFurniture,,,,,Büroplanung ,,,,,,,,,,,,,,,,,,,,,EG--,644708,,,,
,Möbel,,,,,,,,2zEvMqiP1Cb9tl2TUL4hup,R-022,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,655473,,,,
,Möbel,,,,,,,,2c0fc9FOr50v24PcnNOFAE,R-022,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,666238,,,,
,Möbel,,,,,,,,2sRFOPnnfAK8tcNuMUbqUN,R-022,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,677003,,,,
,Möbel,,,,,,,,03IlGa2CL3mvBlZiKntGdt,R-022,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,687768,,,,
,Möbel,,,,,,,,0t6DRiuwn0XwywjRI4TXhc,R-022,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,698533,,,,
,Wand,C30/37,,,,XF3,,,0gTHkNLnD0Khv11fyxk3lE,OG,,16.2888,110.9328,47.37186,3.0,IfcWall,True,39.59,True,Stahlbeton,Wand-004,,16.2888,49.3328,22.11586,,,,,,,,,SB2,,['EXISTING'],,,,,0.41,,700432,,,,ÜK1
7.7,Öffnung,,,0.41,,,,,1wQJDpsK$yRBG5L4bw1Nro,,,,,,2.2,IfcOpeningElement,,,,,Fenster-002,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,699976,,,,
7.7,Öffnung,,,0.41,,,,,3U$D3r7SIWSkE4ycmKcE5Z,,,,,,2.2,IfcOpeningElement,,,,,Fenster-003,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,700035,,,,
7.7,Öffnung,,,0.41,,,,,1XlFwXYQ8hSCXKYFuXjlEM,,,,,,2.2,IfcOpeningElement,,,,,Fenster-004,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,700094,,,,
7.7,Öffnung,,,0.41,,,,,3pKXkl7dzd$78eWgzdQP6o,,,,,,2.2,IfcOpeningElement,,,,,Fenster-002,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,700153,,,,
7.7,Öffnung,,,0.41,,,,,0NmkN04EKTwHvfvbP7EO83,,,,,,2.2,IfcOpeningElement,,,,,Fenster-003,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,700212,,,,
7.7,Öffnung,,,0.41,,,,,331EXtf0UT9cR5qIXF5EeD,,,,,,2.2,IfcOpeningElement,,,,,Fenster-004,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,700271,,,,
7.7,Öffnung,,,0.41,,,,,3pi08nsTSMxK31KqZhI8s1,,,,,,2.2,IfcOpeningElement,,,,,Fenster-004,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,700330,,,,
7.7,Öffnung,,,0.41,,,,,3nMdSCqqu7Uzl88iNsy_Av,,,,,,2.2,IfcOpeningElement,,,,,Fenster-004,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,700389,,,,
7.7,Fenster,,,,,,1.OG--Fenster-002,3 Flügel,1SBcSrwmb1TeFhkyr5DWdy,OG,,,,,2.2,IfcWindow,True,,,,Fenster-002,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,701723,,,,
7.7,Fenster,,,,,,1.OG--Fenster-003,3 Flügel,3byhYuymr6KRn6UQ7_ikW9,OG,,,,,2.2,IfcWindow,True,,,,Fenster-003,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,701804,,,,
7.7,Fenster,,,,,,1.OG--Fenster-004,3 Flügel,0y2zx0uMn04eUVv3W7PykZ,OG,,,,,2.2,IfcWindow,True,,,,Fenster-004,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,701885,,,,
7.7,Fenster,,,,,,1.OG--Fenster-002,3 Flügel,3gCgU5f19Bx82nNg0LpYSM,OG,,,,,2.2,IfcWindow,True,,,,Fenster-002,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,703176,,,,
7.7,Fenster,,,,,,1.OG--Fenster-003,3 Flügel,0Cuwkd5kbFyAp1BVBUsjvD,OG,,,,,2.2,IfcWindow,True,,,,Fenster-003,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,703257,,,,
7.7,Fenster,,,,,,1.OG--Fenster-004,3 Flügel,2Rs3YDiabCHvpwXGiomzIp,OG,,,,,2.2,IfcWindow,True,,,,Fenster-004,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,703338,,,,
7.7,Fenster,,,,,,1.OG--Fenster-004,3 Flügel,0YUT7YdBP0gBgokdOz7SPJ,OG,,,,,2.2,IfcWindow,True,,,,Fenster-004,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,703419,,,,
7.7,Fenster,,,,,,1.OG--Fenster-004,3 Flügel,39mfDJvC16hR6TzPfgXufe,OG,,,,,2.2,IfcWindow,True,,,,Fenster-004,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,703500,,,,
,Wand,C30/37,,,,XF3,,,3Azva1CIn8Cv4Tn1ttfRpr,OG,,4.75190018767,32.5089,13.82706,3.0,IfcWall,True,11.59,True,Stahlbeton,Wand-005,,4.75190018767,19.3089,8.41506,,,,,,,,,SB2,,['EXISTING'],,,,,0.41,,704381,,,,ÜK1
4.4,Öffnung,,,0.41,,,,,3zg_YgeA8keThimkZt8g3n,,,,,,2.2,IfcOpeningElement,,,,,Fenster-007,,,,,,,,,,,,,,,,,0.17091,,,2.0,,704220,,,,
4.4,Öffnung,,,0.41,,,,,2GQpR2XLHJ_vkmrogOJfJW,,,,,,2.2,IfcOpeningElement,,,,,Fenster-008,,,,,,,,,,,,,,,,,0.17091,,,2.0,,704279,,,,
4.4,Öffnung,,,0.41,,,,,0SApfjfEDvNYZKYdOH9_mg,,,,,,2.2,IfcOpeningElement,,,,,Fenster-009,,,,,,,,,,,,,,,,,0.17091,,,2.0,,704338,,,,
4.4,Fenster,,,,,,1.OG--Fenster-007,3 Flügel,3DjcxU4vb5K84qNZ60BLiH,OG,,,,,2.2,IfcWindow,True,,,,Fenster-007,,,,,,,8.4,,,,2.0,2.2,,,['EXISTING'],,,,,2.0,OG--,705672,,,,
4.4,Fenster,,,,,,1.OG--Fenster-008,3 Flügel,1UCa7sExr0rwbyhLSpaUmb,OG,,,,,2.2,IfcWindow,True,,,,Fenster-008,,,,,,,8.4,,,,2.0,2.2,,,['EXISTING'],,,,,2.0,OG--,705753,,,,
4.4,Fenster,,,,,,1.OG--Fenster-009,3 Flügel,0LL$fmAI1CRw8xAFqeH50E,OG,,,,,2.2,IfcWindow,True,,,,Fenster-009,,,,,,,8.4,,,,2.0,2.2,,,['EXISTING'],,,,,2.0,OG--,705834,,,,
,Wand,C30/37,,,,XF3,,,3YkXncaPv5j8QIzD$xZ0VB,OG,,6.03430004408,41.2413,17.543706,3.0,IfcWall,True,14.705,True,Stahlbeton,Wand-006,,6.03430004408,18.1413,8.072706,,,,,,,,,SB2,,['EXISTING'],,,,,0.41,,706788,,,,ÜK1
7.7,Öffnung,,,0.41,,,,,2RycF9cO0oDxHKhsBcvl7a,,,,,,2.2,IfcOpeningElement,,,,,Fenster-001,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,706627,,,,
7.7,Öffnung,,,0.41,,,,,1HTbs6fMXBTLDpNqCTYsv_,,,,,,2.2,IfcOpeningElement,,,,,Fenster-001,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,706686,,,,
7.7,Öffnung,,,0.41,,,,,2$kUTBD9VumjZLr2cBIHwz,,,,,,2.2,IfcOpeningElement,,,,,Fenster-002,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,706745,,,,
7.7,Fenster,,,,,,1.OG--Fenster-001,3 Flügel,0ihAMB$Qj0cR06wGsSvJ3Y,OG,,,,,2.2,IfcWindow,True,,,,Fenster-001,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,706869,,,,
7.7,Fenster,,,,,,1.OG--Fenster-001,3 Flügel,251kpE4xLESg1zQ22dljSK,OG,,,,,2.2,IfcWindow,True,,,,Fenster-001,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,706950,,,,
7.7,Fenster,,,,,,1.OG--Fenster-002,3 Flügel,3MYogfKGzDyPybf9Jm9wXn,OG,,,,,2.2,IfcWindow,True,,,,Fenster-002,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,707031,,,,
,Wand,C30/37,,,,XF3,,,3F0qki_Oj4$uiFpww2DAq_,OG,,4.69179910945,32.3458,13.649876,3.0,IfcWall,True,11.59,True,Stahlbeton,Wand-007,,4.69179910945,19.1458,8.237876,,,,,,,,,SB2,,['EXISTING'],,,,,0.41,,707904,,,,ÜK1
4.4,Öffnung,,,0.41,,,,,36ICE$4nan5r2Y3PjBcsKO,,,,,,2.2,IfcOpeningElement,,,,,Fenster-007,,,,,,,,,,,,,,,,,0.17091,,,2.0,,707743,,,,
4.4,Öffnung,,,0.41,,,,,18U12Pn2B7nf1G$dx4VfWb,,,,,,2.2,IfcOpeningElement,,,,,Fenster-007,,,,,,,,,,,,,,,,,0.17091,,,2.0,,707802,,,,
4.4,Öffnung,,,0.41,,,,,0lXA8jex$aGPF354VnL64n,,,,,,2.2,IfcOpeningElement,,,,,Fenster-007,,,,,,,,,,,,,,,,,0.17091,,,2.0,,707861,,,,
4.4,Fenster,,,,,,1.OG--Fenster-007,3 Flügel,3pfokdHC1CkO2skqNxcyjP,OG,,,,,2.2,IfcWindow,True,,,,Fenster-007,,,,,,,8.4,,,,2.0,2.2,,,['EXISTING'],,,,,2.0,OG--,709195,,,,
4.4,Fenster,,,,,,1.OG--Fenster-007,3 Flügel,1GwMPK4OnAEw5N$gsqBkGC,OG,,,,,2.2,IfcWindow,True,,,,Fenster-007,,,,,,,8.4,,,,2.0,2.2,,,['EXISTING'],,,,,2.0,OG--,709276,,,,
4.4,Fenster,,,,,,1.OG--Fenster-007,3 Flügel,28Sx7ahDL9zBR5SvHV0VMZ,OG,,,,,2.2,IfcWindow,True,,,,Fenster-007,,,,,,,8.4,,,,2.0,2.2,,,['EXISTING'],,,,,2.0,OG--,709357,,,,
,Wand,,,,,,,,2gNRAbHmH2JvdhNIYo9eIZ,OG,,2.01770073341,29.5436,5.285912,2.62,IfcWall,True,11.385,True,,Wand-002,,2.01770073341,26.5085,4.739594,,,,,,,,,,,['EXISTING'],,,,,0.18,,709830,,,,
3.0351,Öffnung,,,0.18,,,,,2$38oLcZUdgRdUxj6dcm5h,,,,,,2.01,IfcOpeningElement,,,,,Tür-005,,,,,,,,,,,,,,,,,0.07792601314,,,1.51,,709795,,,,
3.0351,Tür,,,,,,1.OG--Tür-005,2 Flügel,0DgF_matPB8RQ6_9E41b5P,OG,,,,,2.01,IfcDoor,True,,,,Tür-005,,,,,,,7.04,,,,1.51,2.01,,,['EXISTING'],,,,,1.51,OG--,710482,,,,
,Wand,,,,,,,,2bGvlS8Rz81fRJps2ER$FM,OG,,2.01770069773,29.5436,5.285912,2.62,IfcWall,True,11.385,True,,Wand-003,,2.01770069773,26.5085,4.739594,,,,,,,,,,,['EXISTING'],,,,,0.18,,710959,,,,
3.0351,Öffnung,,,0.18,,,,,1RdnZYMbXUHxJCmzBqH2Aw,,,,,,2.01,IfcOpeningElement,,,,,Tür-006,,,,,,,,,,,,,,,,,0.07792601314,,,1.51,,710924,,,,
3.0351,Tür,,,,,,1.OG--Tür-006,2 Flügel,2hAqZSLeHDe8$iFt1$FQji,OG,,,,,2.01,IfcDoor,True,,,,Tür-006,,,,,,,7.04,,,,1.51,2.01,,,['EXISTING'],,,,,1.51,OG--,711611,,,,
,Decke,C40/50,,,,XF2,,,3DVHAp_3L4PgSTTVr3KXQH,OG,161.1038,,,16.11038,,IfcSlab,False,,True,Stahlbeton,RD-004,161.1038,,,16.11038,,,51.18,,,,,,SB3,['EXISTING'],,,False,,0.1,,711738,,,,ÜK2
,Decke,C40/50,,,,XD2,,,2Fud4mz1D9iB3f6l2KCWMd,OG,161.1038,,,16.11038,,IfcSlab,False,,True,Stahlbeton,RD-004,161.1038,,,16.11038,,,51.18,,,,,,SB2,['EXISTING'],,,False,,0.1,,711861,,,,ÜK1
,Decke,C40/50,,,,XD2,,,2oNVzdfSDFGeOy1e4di8nA,OG,4.56959999797,,,0.456959999797,,IfcSlab,False,,True,Stahlbeton,RD-006,4.56959999797,,,0.456959999797,,,9.32800000371,,,,,,SB2,['EXISTING'],,,False,,0.1,,711980,,,,ÜK1
,Decke,C40/50,,,,XD2,,,1JKjr4bED4gQObdNIMU2Eu,OG,40.9,,,4.09,,IfcSlab,False,,True,Stahlbeton,RD-005,40.9,,,4.09,,,28.18,,,,,,SB2,['EXISTING'],,,False,,0.1,,712099,,,,ÜK1
,Decke,C40/50,,,,XD2,,,2QO5UfffbCPx8j5n$AER8d,OG,4.56959999797,,,0.456959999797,,IfcSlab,False,,True,Stahlbeton,RD-006,4.56959999797,,,0.456959999797,,,9.32800000371,,,,,,SB2,['EXISTING'],,,False,,0.1,,712218,,,,ÜK1
,Vorhangfassade,,,,,,,,0pBA$sBq1Fl97T5Ep9UAWC,OG,,,23.0000000615,,2.30000000308,IfcCurtainWall,True,10.0000000134,,,Fassade-001,,,23.0000000615,,,,,,,,,,,,['EXISTING'],,,,,0.133,,715442,,,,
,Decke,,,,,,,,1bXxP4I8bC2fssm68hE6h7,OG,161.1038,,,16.11038,,IfcSlab,False,,True,Estrich + Parkett,RD-007,160.246513344,,,16.0246513344,,,51.18,,,,,,,,['EXISTING'],,,,,0.1,,716147,,,,
,Decke,,,,,,,,0n5EyFXfT6aOgDP_v3QWK3,OG,161.1038,,,16.11038,,IfcSlab,False,,True,,RD-007,160.246038377,,,16.0246038377,,,51.18,,,,,,,,['EXISTING'],,,,,0.1,,716852,,,,
,Wand,C30/37,,,,XF3,,,3uhSELtO93GhzEq9$5qlEK,OG,,6.09439935493,41.4044,17.72089,3.0,IfcWall,True,14.705,True,Stahlbeton,Wand-007,,6.09439935493,18.3044,8.24989,,,,,,,,,SB2,,['EXISTING'],,,,,0.41,,717814,,,,ÜK1
7.7,Öffnung,,,0.41,,,,,2$ZS_pc8xBMe1RtiSW$myu,,,,,,2.2,IfcOpeningElement,,,,,Fenster-001,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,717653,,,,
7.7,Öffnung,,,0.41,,,,,3vpSsK$8B2cp4lF4bgpMOu,,,,,,2.2,IfcOpeningElement,,,,,Fenster-001,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,717712,,,,
7.7,Öffnung,,,0.41,,,,,0_3yx5gdmFs_hsi0eM2Qkh,,,,,,2.2,IfcOpeningElement,,,,,Fenster-002,,,,,,,,,,,,,,,,,0.2332365,,,3.5,,717771,,,,
7.7,Fenster,,,,,,1.OG--Fenster-001,3 Flügel,0W0GHzATf0RPPny50KDQwB,OG,,,,,2.2,IfcWindow,True,,,,Fenster-001,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,717895,,,,
7.7,Fenster,,,,,,1.OG--Fenster-001,3 Flügel,0dDXTT3PPBtOQAeQCzaHs0,OG,,,,,2.2,IfcWindow,True,,,,Fenster-001,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,717976,,,,
7.7,Fenster,,,,,,1.OG--Fenster-002,3 Flügel,3NGZG3_irDGPYcDUqp2KHR,OG,,,,,2.2,IfcWindow,True,,,,Fenster-002,,,,,,,11.4,,,,3.5,2.2,,,['EXISTING'],,,,,3.5,OG--,718057,,,,
,Geländer,,,,,,,,2Nln0_tEv39eJ6nlyOePqq,OG,,,,,,IfcRailing,,3.26400000433,,,Geländer-002,,,,,,,,,,,,,,,['EXISTING'],,,,,,,718445,,,,
,Geländer,,,,,,,,0GuVYAXGb6l8KUqIDekBg_,OG,,,,,,IfcRailing,,7.19999999924,,,Geländer-003,,,,,,,,,,,,,,,['EXISTING'],,,,,,,718835,,,,
,Geländer,,,,,,,,2Z6129NHf3BgtsFLaBxSni,OG,,,,,,IfcRailing,,3.26400000433,,,Geländer-004,,,,,,,,,,,,,,,['EXISTING'],,,,,,,719221,,,,
,Wand,,,,,,,,1pjDOY_mv3X9u8zktaNXaK,OG,,0.256344183975,6.69165540939,0.6716217923,2.62,IfcWall,True,2.54781694668,True,,Wand-007,,0.256344183975,6.69165540939,0.6716217923,,,,,,,,,,,['EXISTING'],,,,,0.1,,719545,,,,
